,song_name,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,rmse_mean,rmse_std,rmse_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var
1,(HD) Mar Jawan - Fashion.mp3,151.99908088235293,192071,1289.0671140939598,0.38415870883637027,0.29812823962252466,0.08888044726042547,0.512192421929688,0.2663659619876157,0.07095082570558794,0.2616948064497309,0.12185713606749184,0.014849161610571218,0.2652088962058021,2.06530494323244,4.265484508540353,-8.239895586069252,62.97624713471833,3966.0077031731184,0.012004628282170866,2.270318708104156,5.154347036367723,0.03165864944458008,0.01317193266004324,0.00017349982226733118,2140.677407489358,711.171683033899,505765.16274926835,2435.2400251181007,518.0373190780009,268362.6639575225,20.53293550956852,6.859066760965184,47.046796831377414,4727.188082007063,1915.3780566026621,3668673.0997149907,0.39034418544261257,0.4442991170476983,0.1974017054093643,-0.0027963045543478687,0.0675186383348766,0.004558766522595869,0.08663231817192338,0.04507445913519097,0.0020317068663300007,-1.1831382096261223e-07,0.028007423505187035,0.0007844158099032938,-8.918756293496699e-07,0.010962319560348988,0.00012017245899187401,2.234920634920635,1.6467986525396374,2.7119458020063654
2,"A Great Big World, Christina Aguilera - Say Something.mp3",46.98153409090909,55704,1237.8666666666666,0.2411437329314766,0.2985142563502519,0.0891107612443439,0.3703427113657851,0.28170063443130744,0.07935524743900112,0.21745842542283644,0.18985564660013146,0.03604516654595401,0.5067888621250897,4.275166544147489,18.27704898019799,-14.938540767087611,97.78337903467656,9561.589215439224,0.008084967718514652,2.5492694717032367,6.4987748393580995,0.03777480497956276,0.02961835265159607,0.0008772467845119536,1011.1963400890944,883.4124611060547,780417.5764374565,1366.7872386810247,658.2233715463551,433258.00684985105,24.305482829586065,5.995474035390388,35.945708909040306,1765.001827275421,1807.391971593144,3266665.738979352,0.3285963070952374,0.5600871431683645,0.3136976079425,-0.03149268133167179,0.1063655957244806,0.011313639953823645,0.0473746190499226,0.05390011618780433,0.0029052225250588066,-3.5326411307323724e-07,0.04314349591732025,0.0018613613210618496,-2.4452067464153515e-06,0.013306353241205215,0.00017705903155729175,11.00625850340136,5.894754905110438,34.74813539132357
3,A thousand miles (lyrics).mp3,95.703125,112683,1391.148148148148,0.2524109218351275,0.29583246144275643,0.08751684524327998,0.41270396057372893,0.30143634189838675,0.09086386821708112,0.224477533055063,0.15567832266018658,0.02423574014628916,5.0566508993752795,29.912136236215495,894.735894213916,-3.652676022753681,60.87287168530939,3705.5065072161415,0.01340808217154429,2.518287180063008,6.3417703212696965,0.12618198990821838,0.08096576482057571,0.006555455271154642,2127.2519326017377,1285.2289863823555,1651813.5474374169,2299.3927395303094,1081.3440818701674,1169305.0233956354,20.503622759845097,8.13698986905402,66.21060412908774,4752.375429702617,2820.286277586432,7954014.687542333,1.4205546087163825,2.096035706771642,4.393365684061698,0.00897497649602629,0.07116010950567477,0.005063761184859624,0.08355882957623839,0.0701293050449038,0.00491811942608117,-1.3127970532877953e-06,0.11226635426282883,0.01260373368859291,-7.197257946245372e-05,0.06981547176837921,0.004874199628829956,9.409886621315193,1.3606551658466313,1.8513824803451235
4,"Aaoge Jab Tum Full Song   Jab We Met   Kareena Kapoor, Shahid Kapoor.mp3",123.046875,154834,1269.1311475409836,0.2701223823750396,0.30007903746693054,0.09004742872707949,0.45579988984870784,0.275686724699631,0.07600317017561013,0.24674016927583095,0.1498419907738402,0.022452622199067608,0.5620396790076742,4.825628973206072,23.286694987045887,-8.888548135904248,66.21830425592657,4384.8638185304635,0.010655076290620236,2.6310132366895327,6.922230651635532,0.041599273681640625,0.027044683694839478,0.0007314149406738579,2251.4394042700487,796.346984906191,634168.5203691812,2497.5913392586813,444.41645635710756,197505.98668100892,22.239579882650567,6.355388998009436,40.39096931601938,5008.23638254644,1780.7974979238422,3171239.7286118167,0.4335307012201671,0.5900596039399879,0.34817033620181537,0.012084078954236422,0.08291140894636843,0.006874301733471944,0.09069654151751161,0.050610520771135814,0.0025614248127255696,8.475413778796792e-06,0.04207337275147438,0.0017701687756925821,5.320584023138508e-05,0.016188859939575195,0.0002620791783556342,13.118113378684807,5.897852368431934,34.78466255981817
5,Adele - When We Were Young (Live at The Church Studios).mp3,135.99917763157896,153264,1236.0,0.4712295091109426,0.299189488936058,0.08951435028981958,0.540042841909179,0.29390900814966014,0.086382505071517,0.25345013103791253,0.13818959588260718,0.019096364410198286,1.5340241361138696,21.18808612063527,448.9349934554569,-5.801831129702601,71.07599133422215,5051.796544142423,0.011386157173242444,2.259451919431409,5.10512297622228,0.06129232421517372,0.05562923476099968,0.0030946119222790003,1685.1296139116778,906.9884508935947,822628.0500543626,1894.9822942113315,675.6754931016421,456537.3719781473,19.31866652827716,7.070670185626627,49.994376873909275,3423.6792974796826,1986.4056912073243,3945807.5700608473,0.6989571534979986,1.1375377016393535,1.293992022650943,0.007844129773341476,0.08042773238105004,0.006468620135957806,0.07782870549535603,0.055382648202199826,0.0030672377218886274,-7.390161499643e-06,0.06978804618120193,0.004870370961725712,-7.853186980355531e-05,0.02976125292479992,0.0008857321226969361,5.104907029478458,1.9046064297631369,3.627525652295083
6,Alex & Sierra - Little Do You Know (Lyrics).mp3,143.5546875,184467,1281.0208333333333,0.26463873291096784,0.3119098819555444,0.09728777446152166,0.4007168648006494,0.282446630327052,0.07977609898310636,0.2384527458170754,0.16270716439551935,0.026473621345630565,4.295270973538122,27.23174438423667,741.5679022084055,-6.318228641540177,62.52204895753713,3909.00660584867,0.009208197475499072,3.1125813039841703,9.688162373911798,0.12421870976686478,0.058638084679841995,0.0034384247846901417,1634.3146837745742,982.6445986381058,965590.407232644,1982.4257744959712,604.9181953259674,365926.02303642523,23.251088155649512,6.621317678989716,43.84184780610176,3179.8849383374854,1989.9103120450725,3959743.0499833175,1.1537926290864444,1.466764853844627,2.1513991364738496,0.01776758015930412,0.09702474612300731,0.009413801360234023,0.06665681537828948,0.0647669858708933,0.004194762458800492,9.622856396163115e-07,0.11847145855426788,0.014035485684871674,2.9186146548454417e-06,0.04335707798600197,0.0018798363162204623,9.380861678004532,2.9659163566314484,8.796659834533965
7,Anwar - Maula Mere Maula Aankhein Teri Kitni Haseen Ke Inka Aashique - RoopKumar Rathod.mp3,123.046875,159640,1287.4193548387098,0.2527426523285621,0.2934842992351543,0.08613303389754957,0.4473703698241297,0.2674360026943934,0.07152201553715559,0.24242992536929056,0.15671970079978317,0.024561064618773557,0.5818583322249119,3.9745646513582553,15.79716416782657,-7.259878419115759,57.65849282676654,3324.5017950542883,0.011571735153783467,1.5446733478090606,2.386015751431651,0.04793798178434372,0.019297048449516296,0.00037237608921714127,2156.6036313972536,689.1708791300209,474956.5006408459,2512.6516288319626,398.32413140856175,158662.11366238518,21.81000470120798,6.321037648434478,39.955516952926075,4875.224686849966,1622.7695855460554,2633381.127773316,0.5090262949024859,0.610087117651496,0.37220629112431036,-0.010759422441258987,0.07775477115319018,0.006045804437084976,0.08163253736938854,0.05332160104397963,0.0028431931378933295,-1.7085420040530153e-05,0.046662554144859314,0.0021773939952254295,-1.3448572644847445e-05,0.012588437646627426,0.00015846877067815512,3.938104308390023,2.6017583579286248,6.7691465530514545
8,Anwar - Tose Naina Lage Piya Saanware Nahin Bas Mein - Kshitij Tarey - Shilpa Rao.mp3,129.19921875,163629,1352.3057851239669,0.3286990838660695,0.3121685309742371,0.0974491917306132,0.35731703582415697,0.29673147728216737,0.0880495696100574,0.20468939640101855,0.20355732444282135,0.04143558433432003,0.565727319314422,3.455256871119159,11.93880004541616,-6.978716366925708,69.73845667863976,4863.452339918515,0.013367340249567086,1.3199018934284956,1.742141008276128,0.046367183327674866,0.0186443030834198,0.000347610010067001,1893.1936938135514,667.7198260683855,445849.7661247949,2331.3915865990434,557.9838531638716,311345.98039160104,24.64039200896131,8.998278994742883,80.96902486723098,4467.968816137166,1885.2853128391084,3554300.7108068545,0.4524211306461688,0.5489420737407411,0.3013374003227852,-0.029174300189173802,0.0989706159241624,0.009795182816408067,0.06823673779750387,0.04007579440624989,0.00160606929729201,1.7897659745358396e-06,0.047183167189359665,0.002226251410320401,-2.825210140144918e-05,0.007438302971422672,5.5328353482764214e-05,5.7074648526077105,2.2667671283175315,5.138233214020907
9,Avril Lavigne - Nobody's Home (Lyrics).mp3,92.28515625,114798,1350.5647058823529,0.24458772884127256,0.29825541591904253,0.08895629312504105,0.41151303031866965,0.28412755560170433,0.08072846785219959,0.22860196559118218,0.1616795105598279,0.0261402641348655,9.352056241526263,72.31658451850272,5229.688396421749,-2.8849790986571313,48.322157663603925,2335.0309212661955,0.009279294135378072,2.596497898751224,6.741801338219521,0.18251027166843414,0.10559852421283722,0.011151048354804516,1893.2314934004357,1101.9222874102406,1214232.727491417,2099.097189543036,811.9596326822824,659278.445105547,22.695089954801208,6.568888288275479,43.150293343842755,3833.4476529998306,2252.460349466975,5073577.625920887,2.0492816484159047,2.689456776601415,7.233177753207274,0.009351114212996847,0.0870674496273894,0.00758074078461799,0.09146732294891641,0.07501421783244859,0.005627132877014049,0.019538141787052155,0.17568062245845795,0.0308636836707592,0.0023092427290976048,0.06982365995645523,0.004875343292951584,7.308480725623584,1.9082208317610005,3.641306742766645
10,Avril Lavigne- I'm With You Lyrics.mp3,99.38401442307692,113109,1203.287234042553,0.3202031794971567,0.30690473622492764,0.09419051711729243,0.40302195936108415,0.288125144240182,0.08301609874342566,0.2284847047825962,0.17643149666015762,0.031128073013743204,6.942096807935264,44.88978216886862,2015.092543168475,0.5191474276137902,44.79789278760215,2006.851198209497,0.014114175476212706,2.6920619325615562,7.24719744874706,0.1630980223417282,0.08323094993829727,0.006927391514182091,2331.924273409102,1194.2307346989182,1426187.047699518,2541.7286995050654,604.8020426853374,365785.51083635667,21.8784173707438,5.841471610956272,34.12279058160806,4999.098937799318,2350.5606520099323,5525135.378777357,1.745842138018113,2.4396861669874315,5.952068593389825,-0.02212979736918483,0.08480322990235939,0.007191587801872422,0.09520029357343267,0.08796315526303419,0.007737516683828661,0.00017936748918145895,0.15120822191238403,0.022863926365971565,0.0009714452316984534,0.06724362820386887,0.00452170567587018,2.5193650793650795,1.2788799764516983,1.6355339941690965
